	OG	TSG
PTEN	0.05608653699659742	0.9439134630034026
PIK3R1_ENST00000320694	0.12102160193166236	0.8789783980683377
ING1_ENST00000375774	0.12102160193166236	0.8789783980683377
ING1	0.12102160193166236	0.8789783980683377
ING1_ENST00000338450	0.12102160193166236	0.8789783980683377
PIK3R1	0.12102160193166236	0.8789783980683377
CASP10_ENST00000272879	0.12102160193166236	0.8789783980683377
ARID1A	0.12102160193166236	0.8789783980683377
F9	0.13778350669356712	0.8622164933064329
RNF20	0.13778350669356712	0.8622164933064329
ZFHX4	0.17088695496942918	0.8291130450305708
PIK3R1_ENST00000336483	0.2256777705053567	0.7743222294946432
ESRP1	0.24245017336023383	0.7575498266397662
KLHL8	0.24245017336023383	0.7575498266397662
ANK3	0.24245017336023383	0.7575498266397662
ANK3_ENST00000395293	0.24245017336023383	0.7575498266397662
RPTN	0.24245017336023383	0.7575498266397662
DNAH9	0.24245017336023383	0.7575498266397662
GALNT5	0.24245017336023383	0.7575498266397662
CCAR1	0.24245017336023383	0.7575498266397662
ESRP1_ENST00000433389	0.24245017336023383	0.7575498266397662
ALDH7A1_ENST00000447989	0.2496915526705786	0.7503084473294214
FXYD5	0.2496915526705786	0.7503084473294214
NIPSNAP3B	0.2496915526705786	0.7503084473294214
NDUFS5	0.2496915526705786	0.7503084473294214
GEMIN8	0.2496915526705786	0.7503084473294214
KRTAP22-1	0.2496915526705786	0.7503084473294214
AASDH_ENST00000502617	0.2496915526705786	0.7503084473294214
CTSS	0.2496915526705786	0.7503084473294214
OR52B2	0.2496915526705786	0.7503084473294214
C2orf85	0.2496915526705786	0.7503084473294214
PPIL6	0.2496915526705786	0.7503084473294214
ZNF213	0.2496915526705786	0.7503084473294214
C9orf3	0.2496915526705786	0.7503084473294214
SCN1B_ENST00000415950	0.2496915526705786	0.7503084473294214
REXO1L1_ENST00000379010	0.2496915526705786	0.7503084473294214
GGTLC1	0.2496915526705786	0.7503084473294214
PTGER3_ENST00000370924	0.2496915526705786	0.7503084473294214
MDM4	0.2496915526705786	0.7503084473294214
KRTAP5-3	0.2496915526705786	0.7503084473294214
C10orf113	0.2496915526705786	0.7503084473294214
UBC	0.2496915526705786	0.7503084473294214
MYOG	0.2496915526705786	0.7503084473294214
SLCO5A1	0.2496915526705786	0.7503084473294214
GALC	0.2496915526705786	0.7503084473294214
PHF17	0.2496915526705786	0.7503084473294214
EPB41_ENST00000343067	0.2496915526705786	0.7503084473294214
LRTM1	0.2496915526705786	0.7503084473294214
KCNQ5_ENST00000370392	0.2496915526705786	0.7503084473294214
PTCD3	0.2496915526705786	0.7503084473294214
SAMD8_ENST00000372690	0.2496915526705786	0.7503084473294214
SHF_ENST00000318390	0.2496915526705786	0.7503084473294214
ZNF678	0.2496915526705786	0.7503084473294214
LYPD3	0.2496915526705786	0.7503084473294214
SQRDL	0.2496915526705786	0.7503084473294214
CRISPLD1	0.2496915526705786	0.7503084473294214
RETNLB	0.2496915526705786	0.7503084473294214
ZRANB3_ENST00000536680	0.2496915526705786	0.7503084473294214
SPTBN4_ENST00000392023	0.2496915526705786	0.7503084473294214
ZNF853_ENST00000457543	0.2496915526705786	0.7503084473294214
AKAP1	0.2496915526705786	0.7503084473294214
PSMD8_ENST00000215071	0.2496915526705786	0.7503084473294214
C15orf38	0.2496915526705786	0.7503084473294214
ZNF20_ENST00000292241	0.2496915526705786	0.7503084473294214
WNT1	0.2496915526705786	0.7503084473294214
EPB41	0.2496915526705786	0.7503084473294214
FAM124A	0.2496915526705786	0.7503084473294214
ORC4	0.2496915526705786	0.7503084473294214
BCL7C_ENST00000380317	0.2496915526705786	0.7503084473294214
SNX5	0.2496915526705786	0.7503084473294214
