random_seed	n_estimator	max_features	max_depth	criterion	Accuracy
0	5	sqrt	2	entropy	0.7660818713450293
1	23	sqrt	4	gini	0.783625730994152
2	28	sqrt	3	gini	0.7602339181286549
3	22	sqrt	4	gini	0.7777777777777778
4	21	sqrt	3	gini	0.7543859649122807
5	8	sqrt	4	entropy	0.7953216374269005
6	21	sqrt	3	gini	0.7602339181286549
7	30	sqrt	4	gini	0.783625730994152
8	16	sqrt	2	gini	0.7660818713450293
9	15	sqrt	3	entropy	0.7894736842105263
