random_seed	n_estimator	max_features	max_depth	criterion	Accuracy
0	16	sqrt	4	entropy	0.7218934911242604
1	13	sqrt	4	gini	0.7218934911242604
2	19	sqrt	3	gini	0.7396449704142012
3	9	sqrt	3	entropy	0.7159763313609467
4	23	sqrt	2	gini	0.727810650887574
5	5	sqrt	2	gini	0.6923076923076923
6	6	sqrt	4	gini	0.7041420118343196
7	5	sqrt	4	entropy	0.7159763313609467
8	22	sqrt	2	gini	0.6982248520710059
9	28	sqrt	2	gini	0.7041420118343196
