	OG	TSG
CBFB_ENST00000412916	-inf	0.0
MLL4	-inf	0.0
BRCA2_ENST00000544455	-inf	0.0
GRLF1_ENST00000317082	-inf	0.0
FBXW7_ENST00000281708	-inf	0.0
CASP8_ENST00000358485	-inf	0.0
TP53_ENST00000269305	-inf	0.0
NF1_ENST00000444181	-inf	0.0
TCF7L2	-inf	0.0
ID3	-inf	0.0
ATAD2	-inf	0.0
ACTL6B	-inf	0.0
TP53_ENST00000545858	-inf	0.0
LIMCH1_ENST00000503057	-inf	0.0
ACVR1B_ENST00000541224	-inf	0.0
MLL3_ENST00000355193	-inf	0.0
TP53_ENST00000455263	-inf	0.0
ZNF276_ENST00000443381	-inf	0.0
DIEXF	-inf	0.0
TRIM17_ENST00000456946	-inf	0.0
FAM123B_ENST00000330258	-inf	0.0
FBXW7_ENST00000296555	-inf	0.0
BRD7	-inf	0.0
SYCP1	-inf	0.0
KDM5C_ENST00000452825	-inf	0.0
BCL9L	-inf	0.0
EIF2AK1	-inf	0.0
PKD1L2	-inf	0.0
PBRM1_ENST00000296302	-inf	0.0
SEC31A_ENST00000395310	-inf	0.0
RNF111_ENST00000434298	-inf	0.0
WAC	-inf	0.0
MIS18BP1	-inf	0.0
IGFBP6	-inf	0.0
STAU2	-inf	0.0
TOMM70A	-inf	0.0
ZC3H13	-inf	0.0
DAZAP1	-inf	0.0
TP53	-inf	0.0
PTCH1_ENST00000331920	-inf	0.0
RNF111	-inf	0.0
ING1_ENST00000338450	-inf	0.0
ZNF14	-inf	0.0
PPP2R5A_ENST00000537030	-inf	0.0
CNTN6	-inf	0.0
NIPBL	-inf	0.0
RAPGEF6_ENST00000307984	-inf	0.0
CASP8_ENST00000264275	-inf	0.0
MAP3K1_ENST00000399503	-inf	0.0
CCND3	-inf	0.0
RBM6	-inf	0.0
ESRP1	-inf	0.0
SMC6	-inf	0.0
B2M_ENST00000544417	-inf	0.0
FBXW7_ENST00000534231	-inf	0.0
NF1_ENST00000358273	-inf	0.0
HDAC2	-inf	0.0
CBFB_ENST00000290858	-inf	0.0
TP53_ENST00000414315	-inf	0.0
ING1	-inf	0.0
DUSP16	-inf	0.0
ZNF292	-inf	0.0
FAM117B	-inf	0.0
USP43	-inf	0.0
RTN4_ENST00000337526	-inf	0.0
ZFP36L2	-inf	0.0
COBL_ENST00000395542	-inf	0.0
ZC3H11A	-inf	0.0
ARID1A	-inf	0.0
ZNF365	-inf	0.0
TP53_ENST00000413465	-inf	0.0
RAPGEF6_ENST00000509018	-inf	0.0
MBD6	-inf	0.0
IWS1	-inf	0.0
NCOR1_ENST00000395851	-inf	0.0
RASA1_ENST00000456692	-inf	0.0
C14orf43	-inf	0.0
LARP1	-inf	0.0
LRRIQ3	-inf	0.0
ADNP	-inf	0.0
RUNX1_ENST00000486278	-inf	0.0
ATP13A3	-inf	0.0
BMPR2	-inf	0.0
MLL2_ENST00000301067	-inf	0.0
FAM111B	-inf	0.0
RPL22	-inf	0.0
KDM6A	-inf	0.0
KIAA0182	-inf	0.0
CCR4	-inf	0.0
SETD2_ENST00000409792	-inf	0.0
RUNX1	-inf	0.0
RBMX	-inf	0.0
ASXL2_ENST00000435504	-inf	0.0
MED23	-inf	0.0
FAM182B_ENST00000376404	-inf	0.0
ABCA10	-inf	0.0
B3GALT1	-inf	0.0
ZNF276	-inf	0.0
RMND5B	-inf	0.0
SP140_ENST00000392045	-inf	0.0
CHD2	-inf	0.0
TFE3_ENST00000336239	-inf	0.0
LARP4B	-inf	0.0
PDS5B	-inf	0.0
BTBD7	-inf	0.0
ZNF292_ENST00000369577	-inf	0.0
BCL9L_ENST00000334801	-inf	0.0
GRLF1	-inf	0.0
TCF7L2_ENST00000355717	-inf	0.0
TCF7L2_ENST00000543371	-inf	0.0
FIP1L1_ENST00000337488	-inf	0.0
SAV1	-inf	0.0
COBLL1	-inf	0.0
RASA1	-inf	0.0
PTCH1_ENST00000430669	-inf	0.0
LARP1_ENST00000336314	-inf	0.0
TRDN	-inf	0.0
TAF1B	-inf	0.0
CHD2_ENST00000394196	-inf	0.0
IFI16	-inf	0.0
CDKN2A_ENST00000446177	-inf	0.0
ZNF750	-inf	0.0
HLA-A_ENST00000376806	-inf	0.0
RBM27	-inf	0.0
PBRM1_ENST00000356770	-inf	0.0
CLDN16	-inf	0.0
NF1	-inf	0.0
BCL9L_ENST00000392849	-inf	0.0
RAD50	-inf	0.0
FIP1L1_ENST00000358575	-inf	0.0
HOXB3	-inf	0.0
NOTCH2	-inf	0.0
CRSP3	-inf	0.0
RRH	-inf	0.0
KRT4	-inf	0.0
CRIPAK	-inf	0.0
ASTE1	-inf	0.0
CSTF1	-inf	0.0
SEC31A_ENST00000432794	-inf	0.0
SPECC1_ENST00000261503	-inf	0.0
ARID1B_ENST00000346085	-inf	0.0
ZC3H18	-inf	0.0
MSH3	-inf	0.0
STAG2_ENST00000218089	-inf	0.0
NFATC4_ENST00000556279	-inf	0.0
NFATC4	-inf	0.0
SPRED2	-inf	0.0
RB1_ENST00000267163	-inf	0.0
PTCH1_ENST00000375274	-inf	0.0
PKD1L2_ENST00000525539	-inf	0.0
KDM5C_ENST00000375401	-inf	0.0
TP53_ENST00000420246	-inf	0.0
AASDH	-inf	0.0
CDKN2A_ENST00000498124	-inf	0.0
COBL	-inf	0.0
BAX	-inf	0.0
ASXL1_ENST00000306058	-inf	0.0
ACIN1_ENST00000338631	-inf	0.0
QKI_ENST00000275262	-inf	0.0
SIN3A	-3.380143972464323	-0.03463549666275634
CXorf58_ENST00000379211	-3.380143972464323	-0.03463549666275634
MCM7	-3.380143972464323	-0.03463549666275634
ARHGAP35	-3.380143972464323	-0.03463549666275634
USP28	-3.380143972464323	-0.03463549666275634
GTSF1	-3.380143972464323	-0.03463549666275634
STAMBPL1_ENST00000371927	-3.380143972464323	-0.03463549666275634
PNISR	-3.380143972464323	-0.03463549666275634
TNRC6B_ENST00000301923	-3.380143972464323	-0.03463549666275634
AKIP1	-3.380143972464323	-0.03463549666275634
ADAM33_ENST00000358035	-3.380143972464323	-0.03463549666275634
FAT	-3.380143972464323	-0.03463549666275634
KDM6A_ENST00000377967	-3.380143972464323	-0.03463549666275634
MGA	-3.380143972464323	-0.03463549666275634
SEC63	-3.380143972464323	-0.03463549666275634
CXorf58	-3.380143972464323	-0.03463549666275634
FGD4_ENST00000266482	-3.380143972464323	-0.03463549666275634
MUSK_ENST00000374440	-3.380143972464323	-0.03463549666275634
STX7_ENST00000367937	-3.380143972464323	-0.03463549666275634
KMT2D	-3.380143972464323	-0.03463549666275634
TES	-3.380143972464323	-0.03463549666275634
CDC20B_ENST00000331730	-3.380143972464323	-0.03463549666275634
NFKBIA	-3.380143972464323	-0.03463549666275634
EIF1	-3.380143972464323	-0.03463549666275634
AMBRA1_ENST00000458649	-3.380143972464323	-0.03463549666275634
TES_ENST00000257721	-3.380143972464323	-0.03463549666275634
MBD2	-3.380143972464323	-0.03463549666275634
TET2_ENST00000305737	-3.380143972464323	-0.03463549666275634
TAF13	-3.380143972464323	-0.03463549666275634
C9orf85_ENST00000377031	-3.380143972464323	-0.03463549666275634
IL22RA2	-3.380143972464323	-0.03463549666275634
STK11_ENST00000326873	-3.380143972464323	-0.03463549666275634
NXF1_ENST00000531709	-3.380143972464323	-0.03463549666275634
ASXL2	-3.380143972464323	-0.03463549666275634
EPB41L4A_ENST00000359109	-3.380143972464323	-0.03463549666275634
SSBP1	-3.380143972464323	-0.03463549666275634
TMEM91_ENST00000544232	-3.380143972464323	-0.03463549666275634
CTNNBIP1	-3.380143972464323	-0.03463549666275634
NF2_ENST00000403999	-3.380143972464323	-0.03463549666275634
C19orf63_ENST00000376918	-3.380143972464323	-0.03463549666275634
C9orf85	-3.380143972464323	-0.03463549666275634
STK32A_ENST00000541094	-3.380143972464323	-0.03463549666275634
MUCL1	-3.380143972464323	-0.03463549666275634
CSNK2B	-3.380143972464323	-0.03463549666275634
KIAA1267	-3.380143972464323	-0.03463549666275634
TFG_ENST00000240851	-3.380143972464323	-0.03463549666275634
ZNF548_ENST00000336128	-3.380143972464323	-0.03463549666275634
SNRNP25	-3.380143972464323	-0.03463549666275634
RPS6KA3	-3.380143972464323	-0.03463549666275634
GPS2	-3.380143972464323	-0.03463549666275634
PHF10	-3.380143972464323	-0.03463549666275634
C6orf136	-3.380143972464323	-0.03463549666275634
PHF6_ENST00000332070	-3.380143972464323	-0.03463549666275634
TNRC6B_ENST00000454349	-3.380143972464323	-0.03463549666275634
KLHDC5	-3.380143972464323	-0.03463549666275634
ATRX_ENST00000373344	-3.380143972464323	-0.03463549666275634
FECH	-3.380143972464323	-0.03463549666275634
PHF10_ENST00000339209	-3.380143972464323	-0.03463549666275634
HSPBAP1_ENST00000383659	-3.380143972464323	-0.03463549666275634
SMS_ENST00000415881	-3.380143972464323	-0.03463549666275634
KDM6A_ENST00000382899	-3.380143972464323	-0.03463549666275634
CAMTA2	-3.295836866004329	-0.03774032798284697
BAT2D1_ENST00000392078	-3.295836866004329	-0.03774032798284697
POLQ	-3.295836866004329	-0.03774032798284697
LDB3_ENST00000458213	-3.295836866004329	-0.03774032798284697
EHBP1	-3.295836866004329	-0.03774032798284697
NUMA1	-3.295836866004329	-0.03774032798284697
ENSG00000182053	-3.295836866004329	-0.03774032798284697
C3orf77_ENST00000309765	-3.295836866004329	-0.03774032798284697
ESPL1	-3.295836866004329	-0.03774032798284697
INADL	-3.295836866004329	-0.03774032798284697
SMG1	-3.295836866004329	-0.03774032798284697
AKAP9_ENST00000356239	-3.295836866004329	-0.03774032798284697
