random_seed	n_estimator	max_features	max_depth	criterion	Accuracy
0	18	sqrt	3	entropy	0.7543859649122807
1	11	sqrt	3	gini	0.7251461988304093
2	30	sqrt	2	gini	0.7309941520467836
3	7	sqrt	3	gini	0.7426900584795322
4	7	sqrt	3	entropy	0.7368421052631579
5	10	sqrt	4	entropy	0.7485380116959064
6	9	sqrt	2	entropy	0.7602339181286549
7	13	sqrt	4	entropy	0.7192982456140351
8	27	sqrt	4	gini	0.7426900584795322
9	7	sqrt	3	gini	0.7309941520467836
