	OG	TSG
ID3	0.13354978354978356	0.8664502164502165
WT1_ENST00000379079	0.14295782989812839	0.8570421701018717
CD79A	0.145552457492756	0.8544475425072441
KISS1	0.145552457492756	0.8544475425072441
TRIT1_ENST00000544981	0.145552457492756	0.8544475425072441
HLA-A_ENST00000376806	0.15003330003330004	0.8499666999667
HLA-A	0.15003330003330004	0.8499666999667
CREBBP	0.1651800521203506	0.8348199478796494
ENSG00000268657	0.18166356860386712	0.818336431396133
KIAA1143	0.18166356860386712	0.818336431396133
O95431_HUMAN	0.18166356860386712	0.818336431396133
C9orf169	0.18166356860386712	0.818336431396133
PRAP1	0.18166356860386712	0.818336431396133
AHNAK_ENST00000257247	0.18166356860386712	0.818336431396133
C3orf27	0.18166356860386712	0.818336431396133
C9orf140	0.18166356860386712	0.818336431396133
SWAP70	0.18166356860386712	0.818336431396133
MRPS18C	0.18166356860386712	0.818336431396133
TRAPPC3_ENST00000373159	0.18166356860386712	0.818336431396133
EIF4E3	0.18166356860386712	0.818336431396133
RFXAP	0.18166356860386712	0.818336431396133
FKTN_ENST00000374705	0.18166356860386712	0.818336431396133
LUC7L2_ENST00000263545	0.18166356860386712	0.818336431396133
IGFL3	0.18166356860386712	0.818336431396133
LOC165186	0.18166356860386712	0.818336431396133
C6orf25	0.18166356860386712	0.818336431396133
PTH	0.18166356860386712	0.818336431396133
HCFC1R1_ENST00000248089	0.18166356860386712	0.818336431396133
NMB	0.18166356860386712	0.818336431396133
SASH1_ENST00000367469	0.18166356860386712	0.818336431396133
CLEC2B	0.18166356860386712	0.818336431396133
CCDC56	0.18166356860386712	0.818336431396133
C10orf91	0.18166356860386712	0.818336431396133
ENSG00000269647	0.18166356860386712	0.818336431396133
RBM7	0.18166356860386712	0.818336431396133
KRTAP5-6	0.18166356860386712	0.818336431396133
KLK11_ENST00000391804	0.18166356860386712	0.818336431396133
DNAJA1P5	0.18166356860386712	0.818336431396133
H2AFZP2	0.18166356860386712	0.818336431396133
LINC00207_ENST00000334566	0.18166356860386712	0.818336431396133
GMFB	0.18166356860386712	0.818336431396133
LY6G6D	0.18166356860386712	0.818336431396133
DEFB106B	0.18166356860386712	0.818336431396133
TYROBP	0.18166356860386712	0.818336431396133
C11orf1	0.18166356860386712	0.818336431396133
ENSG00000225996	0.18166356860386712	0.818336431396133
LY6G6E_ENST00000383418	0.18166356860386712	0.818336431396133
FAM89B_ENST00000449319	0.18166356860386712	0.818336431396133
CDCP2	0.18166356860386712	0.818336431396133
CD8A	0.18166356860386712	0.818336431396133
C16orf61	0.18166356860386712	0.818336431396133
PDCD5	0.18166356860386712	0.818336431396133
SRSF5_ENST00000451983	0.18166356860386712	0.818336431396133
HMGN3	0.18166356860386712	0.818336431396133
PLA2G2C	0.18166356860386712	0.818336431396133
GMPPA_ENST00000373924	0.18166356860386712	0.818336431396133
LUC7L2_ENST00000541170	0.18166356860386712	0.818336431396133
DYNLL1	0.18166356860386712	0.818336431396133
LY6G6E	0.18166356860386712	0.818336431396133
EXOSC4	0.18166356860386712	0.818336431396133
ENSG00000267893	0.18166356860386712	0.818336431396133
IMMP2L_ENST00000437687	0.18166356860386712	0.818336431396133
MSN	0.18166356860386712	0.818336431396133
C2orf70	0.18166356860386712	0.818336431396133
C2orf40	0.18166356860386712	0.818336431396133
CHRD_ENST00000310236	0.18166356860386712	0.818336431396133
C6orf201	0.18166356860386712	0.818336431396133
CLYBL_ENST00000416504	0.18166356860386712	0.818336431396133
ENSG00000267824	0.18166356860386712	0.818336431396133
RETNLB	0.18166356860386712	0.818336431396133
LINC00207	0.18166356860386712	0.818336431396133
FUBP1_ENST00000436586	0.18166356860386712	0.818336431396133
LIN52	0.18166356860386712	0.818336431396133
TFF1	0.18166356860386712	0.818336431396133
MUSK_ENST00000374440	0.18166356860386712	0.818336431396133
SAP18	0.18166356860386712	0.818336431396133
FUBP1_ENST00000370767	0.18166356860386712	0.818336431396133
GRP	0.18166356860386712	0.818336431396133
SNRPE	0.18166356860386712	0.818336431396133
FGF12_ENST00000264730	0.18166356860386712	0.818336431396133
PTMA	0.18166356860386712	0.818336431396133
ENSG00000205783	0.18166356860386712	0.818336431396133
GATAD2B	0.18166356860386712	0.818336431396133
SAA4	0.18166356860386712	0.818336431396133
GAMT	0.18166356860386712	0.818336431396133
HIGD1C	0.18166356860386712	0.818336431396133
LLPH	0.18166356860386712	0.818336431396133
OR52D1	0.18166356860386712	0.818336431396133
C5orf27	0.18166356860386712	0.818336431396133
DIO1	0.18166356860386712	0.818336431396133
C21orf34	0.18166356860386712	0.818336431396133
HCFC1R1	0.18166356860386712	0.818336431396133
Z99715.1	0.18166356860386712	0.818336431396133
KRTAP19-6	0.18166356860386712	0.818336431396133
CKLF	0.18166356860386712	0.818336431396133
