	OG	TSG
JMJD1C_ENST00000399262	0.05608653699659742	0.9439134630034026
COL24A1	0.12102160193166236	0.8789783980683377
RGS6	0.24245017336023383	0.7575498266397662
PCDH11X_ENST00000298274	0.24245017336023383	0.7575498266397662
GRM1	0.24245017336023383	0.7575498266397662
RGS6_ENST00000554782	0.24245017336023383	0.7575498266397662
KIAA1109	0.24245017336023383	0.7575498266397662
RGS6_ENST00000553525	0.24245017336023383	0.7575498266397662
ADORA3_ENST00000369716	0.2496915526705786	0.7503084473294214
RAET1E	0.2496915526705786	0.7503084473294214
NFIC_ENST00000341919	0.2496915526705786	0.7503084473294214
IRX2	0.2496915526705786	0.7503084473294214
ARRDC2	0.2496915526705786	0.7503084473294214
ATP6V1G3	0.2496915526705786	0.7503084473294214
KIAA0930_ENST00000336156	0.2496915526705786	0.7503084473294214
NACA	0.2496915526705786	0.7503084473294214
TMEM125	0.2496915526705786	0.7503084473294214
PGA4_ENST00000422676	0.2496915526705786	0.7503084473294214
LONRF3_ENST00000371628	0.2496915526705786	0.7503084473294214
LASS1	0.2496915526705786	0.7503084473294214
APOBEC4	0.2496915526705786	0.7503084473294214
FBRS_ENST00000287468	0.2496915526705786	0.7503084473294214
ASB17	0.2496915526705786	0.7503084473294214
SPSB2	0.2496915526705786	0.7503084473294214
FECH	0.2496915526705786	0.7503084473294214
RPS3	0.2496915526705786	0.7503084473294214
ICT1	0.2496915526705786	0.7503084473294214
SYNDIG1	0.2496915526705786	0.7503084473294214
C13orf27	0.2496915526705786	0.7503084473294214
LRRC30	0.2496915526705786	0.7503084473294214
WTIP_ENST00000270288	0.2496915526705786	0.7503084473294214
MKNK2	0.2496915526705786	0.7503084473294214
MAST3	0.2496915526705786	0.7503084473294214
ZNF574_ENST00000222339	0.2496915526705786	0.7503084473294214
BIRC5_ENST00000301633	0.2496915526705786	0.7503084473294214
FDFT1	0.2496915526705786	0.7503084473294214
MTPN	0.2496915526705786	0.7503084473294214
HYI_ENST00000372425	0.2496915526705786	0.7503084473294214
FOS	0.2496915526705786	0.7503084473294214
APH1A_ENST00000369109	0.2496915526705786	0.7503084473294214
C22orf23	0.2496915526705786	0.7503084473294214
CDK5RAP3	0.2496915526705786	0.7503084473294214
RHOJ	0.2496915526705786	0.7503084473294214
OR1G1	0.2496915526705786	0.7503084473294214
HBXIP	0.2496915526705786	0.7503084473294214
MCF2_ENST00000370573	0.2496915526705786	0.7503084473294214
TMEFF2_ENST00000409056	0.2496915526705786	0.7503084473294214
SIGIRR_ENST00000382520	0.2496915526705786	0.7503084473294214
SASH3	0.2496915526705786	0.7503084473294214
TSSK6	0.2496915526705786	0.7503084473294214
TBC1D16	0.2496915526705786	0.7503084473294214
NOS1AP_ENST00000361897	0.2496915526705786	0.7503084473294214
HOXD12	0.2496915526705786	0.7503084473294214
DIP2C_ENST00000540204	0.2496915526705786	0.7503084473294214
SLC9A8	0.2496915526705786	0.7503084473294214
BYSL	0.2496915526705786	0.7503084473294214
BCOR_ENST00000378463	0.2496915526705786	0.7503084473294214
RABGAP1L_ENST00000489615	0.2496915526705786	0.7503084473294214
CHADL	0.2496915526705786	0.7503084473294214
C10orf81	0.2496915526705786	0.7503084473294214
CARD8	0.2496915526705786	0.7503084473294214
ABCG1_ENST00000398437	0.2496915526705786	0.7503084473294214
ZDHHC18	0.2496915526705786	0.7503084473294214
C22orf34_ENST00000400023	0.2496915526705786	0.7503084473294214
JAM3	0.2496915526705786	0.7503084473294214
PLEKHN1	0.2496915526705786	0.7503084473294214
Q2VIK8_HUMAN	0.2496915526705786	0.7503084473294214
CXADR	0.2496915526705786	0.7503084473294214
OR2T2	0.2496915526705786	0.7503084473294214
ISYNA1	0.2496915526705786	0.7503084473294214
DHRS2_ENST00000344777	0.2496915526705786	0.7503084473294214
OR8B2	0.2496915526705786	0.7503084473294214
KCNIP4	0.2496915526705786	0.7503084473294214
PGF	0.2496915526705786	0.7503084473294214
ZNF25	0.2496915526705786	0.7503084473294214
MSTO1	0.2496915526705786	0.7503084473294214
ESR2	0.2496915526705786	0.7503084473294214
SSR1	0.2496915526705786	0.7503084473294214
CRYBG3_ENST00000389622	0.2496915526705786	0.7503084473294214
PIRT	0.2496915526705786	0.7503084473294214
RP11-231C14.2_ENST00000524087	0.2496915526705786	0.7503084473294214
FMR1	0.2496915526705786	0.7503084473294214
PWWP2B_ENST00000368609	0.2496915526705786	0.7503084473294214
IFT52	0.2496915526705786	0.7503084473294214
ELMOD1	0.2496915526705786	0.7503084473294214
TPP1	0.2496915526705786	0.7503084473294214
PFKFB4	0.2496915526705786	0.7503084473294214
TAX1BP3	0.2496915526705786	0.7503084473294214
MTCH1_ENST00000538808	0.2496915526705786	0.7503084473294214
PROP1	0.2496915526705786	0.7503084473294214
RASA4_ENST00000262940	0.2496915526705786	0.7503084473294214
IL12RB1_ENST00000593993	0.2496915526705786	0.7503084473294214
RABGAP1L_ENST00000347255	0.2496915526705786	0.7503084473294214
FUK_ENST00000428974	0.2496915526705786	0.7503084473294214
PTMA	0.2496915526705786	0.7503084473294214
HBD	0.2496915526705786	0.7503084473294214
ZNF414	0.2496915526705786	0.7503084473294214
TRIM3	0.2496915526705786	0.7503084473294214
GFRA1_ENST00000439649	0.2496915526705786	0.7503084473294214
SPOPL	0.2496915526705786	0.7503084473294214
CPZ	0.2496915526705786	0.7503084473294214
IRF9	0.2496915526705786	0.7503084473294214
MPO_ENST00000340482	0.2496915526705786	0.7503084473294214
TLE2	0.2496915526705786	0.7503084473294214
