Gene name	Max score_0	Label_0	top_stat_0	Max score_1	Label_1	top_stat_1	Max score_2	Label_2	top_stat_2	Max score_3	Label_3	top_stat_3	Max score_4	Label_4	top_stat_4	Label
39340	0.7757492403403882	TSG	0	0.5744463783639041	TSG	0	0.7566300821897837	TSG	0	0.8225640534151173	TSG	0	0.5381255083194942	TSG	0	Unlabelled
A1BG	0.5390754260807301	TSG	0	0.5091624521414782	OG	0	0.6475443684661342	OG	0	0.62577187649976	OG	0	0.7141168121047009	OG	0	Unlabelled
A1CF	0.7703908125835036	OG	0	0.6976844736019994	TSG	0	0.5147284837747585	OG	0	0.7666666666666667	OG	0	0.5756958771122899	OG	0	Unlabelled
A1CF_ENST00000282641	0.6207987874609183	OG	0	0.6976844736019994	TSG	0	0.6089395148932403	TSG	0	0.5681934566145093	TSG	0	0.5103194176320136	OG	0	Unlabelled
A1CF_ENST00000373995	0.7044695027105808	OG	0	0.5578326217501475	TSG	0	0.5147284837747585	OG	0	0.8	OG	0	0.6213085546750248	OG	0	Unlabelled
A2LD1	0.6985573420142588	TSG	0	0.5442603373637855	TSG	0	0.5753708175087534	TSG	0	0.8373860182370821	TSG	0	0.5815508010350944	OG	0	Unlabelled
A2M	0.7673233373408417	TSG	0	0.6976844736019994	TSG	0	0.6089395148932403	TSG	0	0.7452740666362957	TSG	0	0.7147172432682266	TSG	0	Unlabelled
A2ML1	0.6985573420142588	TSG	0	0.817303521221047	TSG	0	0.5549863253483894	OG	0	0.77422812350024	TSG	0	0.5610818507349687	TSG	0	Unlabelled
A3GALT2P	0.6387265587440631	TSG	0	0.6003084473294213	TSG	0	0.5815216111595469	TSG	0	0.8373860182370821	TSG	0	0.5089233128325422	OG	0	Unlabelled
A4D226_HUMAN	0.8599015744927222	TSG	1	0.5596915526705787	OG	0	0.6771340665095575	TSG	0	0.9281196089706728	TSG	1	0.5374465837126366	TSG	0	TSG
A4GALT	0.6985573420142588	TSG	0	0.817303521221047	TSG	0	0.5549863253483894	OG	0	0.8373860182370821	TSG	0	0.6561524401379145	TSG	0	Unlabelled
A4GNT	0.7228788928963973	TSG	0	0.7719701878877137	TSG	0	0.6650380946760305	TSG	0	0.6686725679446844	TSG	0	0.6671378138400744	TSG	0	Unlabelled
AAAS	0.8455791018291018	TSG	1	0.6813496972672229	TSG	0	0.8400156293911204	TSG	1	0.8604018912529551	TSG	0	0.8193955659551865	TSG	1	TSG
AACS	0.6234081773810457	TSG	0	0.7719701878877137	TSG	0	0.7598587361108989	TSG	0	0.8373860182370821	TSG	0	0.6325081259694262	TSG	0	Unlabelled
AADAC	0.9115004117020248	TSG	1	0.8789882929353754	TSG	1	0.8035805079494399	TSG	0	0.8604018912529551	TSG	0	0.7334217019599373	TSG	0	TSG
AADACL2	0.5688379403910965	OG	0	0.6976844736019994	TSG	0	0.6072865268925031	OG	0	0.7179271708683473	OG	0	0.5322491084866054	OG	0	Unlabelled
AADACL2_ENST00000356517	0.5688379403910965	OG	0	0.6976844736019994	TSG	0	0.6072865268925031	OG	0	0.6238095238095238	OG	0	0.5200532493376928	OG	0	Unlabelled
AADACL3	0.5280164804242252	OG	0	0.7719701878877137	TSG	0	0.528530158168094	TSG	0	0.5583959899749373	OG	0	0.5661233032486821	TSG	0	Unlabelled
AADACL3_ENST00000359318	0.5280164804242252	OG	0	0.817303521221047	TSG	0	0.5549863253483894	OG	0	0.6082706766917293	TSG	0	0.6123272838127581	TSG	0	Unlabelled
AADACL4	0.7228788928963973	TSG	0	0.8291130450305708	TSG	1	0.6504382045164389	TSG	0	0.7452740666362957	TSG	0	0.617323133488508	TSG	0	TSG
AADAT	0.5484836979890019	TSG	0	0.5644463783639042	TSG	0	0.6475443684661342	OG	0	0.8373860182370821	TSG	0	0.5676961710662534	OG	0	Unlabelled
AAGAB	0.5484836979890019	TSG	0	0.817303521221047	TSG	0	0.5549863253483894	OG	0	0.5626139817629179	OG	0	0.5139156447564144	TSG	0	Unlabelled
AAK1	0.5390754260807301	TSG	0	0.6283982683982684	TSG	0	0.5815216111595469	TSG	0	0.6972004479283315	OG	0	0.6805892373236939	OG	0	Unlabelled
